category,kind,rows,bytes,path
black_box_pass_rate,csv_rows,300,370234,tsce_agent_demo/results/tsce_diffusion_2025-12-03_11-03-35/eval_detailed.csv
black_box_pass_rate,csv_rows,3,220,tsce_agent_demo/results/tsce_diffusion_2025-12-03_11-03-35/id_bootstrap.csv
black_box_pass_rate,binary_or_nonrow_artifact,0,13354,tsce_agent_demo/results/tsce_diffusion_2025-12-03_11-03-35/kl_unigram.png
black_box_pass_rate,binary_or_nonrow_artifact,0,25203,tsce_agent_demo/results/tsce_diffusion_2025-12-03_11-03-35/pca_centroid_diff.png
black_box_pass_rate,jsonl_rows,300,478718,tsce_agent_demo/results/tsce_diffusion_2025-12-03_11-03-35/results_tsce.jsonl
black_box_pass_rate,text_artifact_lines,2120,117254,tsce_agent_demo/results/tsce_diffusion_2025-12-03_11-03-35/run.log
black_box_pass_rate,binary_or_nonrow_artifact,0,6797,tsce_agent_demo/results/tsce_diffusion_2025-12-03_11-03-35/silhouette.png
black_box_pass_rate,text_artifact_lines,22,510,tsce_agent_demo/results/tsce_diffusion_2025-12-03_11-03-35/summary_stats.md
black_box_pass_rate,binary_or_nonrow_artifact,0,27509,tsce_agent_demo/results/tsce_diffusion_2025-12-03_11-03-35/tsce_mi_curve.png
black_box_pass_rate,binary_or_nonrow_artifact,0,94192,tsce_agent_demo/results/tsce_diffusion_2025-12-03_11-03-35/tsce_tsne.png
black_box_pass_rate,text_artifact_lines,825,45424,tsce_agent_demo/results/tsce_diffusion_2025-12-03_11-14-18/run.log
black_box_pass_rate,text_artifact_lines,20,1169,tsce_agent_demo/results/tsce_diffusion_2025-12-03_11-16-53/run.log
black_box_pass_rate,binary_or_nonrow_artifact,0,20528,tsce_agent_demo/results/tsce_diffusion_2025-12-03_11-17-13/cosine_bars.png
black_box_pass_rate,binary_or_nonrow_artifact,0,29290,tsce_agent_demo/results/tsce_diffusion_2025-12-03_11-17-13/cosine_violin.png
black_box_pass_rate,csv_rows,600,16013,tsce_agent_demo/results/tsce_diffusion_2025-12-03_11-17-13/cost_latency.csv
black_box_pass_rate,binary_or_nonrow_artifact,0,24801,tsce_agent_demo/results/tsce_diffusion_2025-12-03_11-17-13/entropy_bar.png
black_box_pass_rate,csv_rows,300,22934357,tsce_agent_demo/results/tsce_diffusion_2025-12-03_11-17-13/eval_detailed.csv
black_box_pass_rate,csv_rows,3,222,tsce_agent_demo/results/tsce_diffusion_2025-12-03_11-17-13/id_bootstrap.csv
black_box_pass_rate,binary_or_nonrow_artifact,0,35236,tsce_agent_demo/results/tsce_diffusion_2025-12-03_11-17-13/kl_per_position.png
black_box_pass_rate,binary_or_nonrow_artifact,0,13318,tsce_agent_demo/results/tsce_diffusion_2025-12-03_11-17-13/kl_unigram.png
black_box_pass_rate,binary_or_nonrow_artifact,0,28599,tsce_agent_demo/results/tsce_diffusion_2025-12-03_11-17-13/pca_centroid_diff.png
black_box_pass_rate,jsonl_rows,300,23159521,tsce_agent_demo/results/tsce_diffusion_2025-12-03_11-17-13/results_tsce.jsonl
black_box_pass_rate,text_artifact_lines,2120,117268,tsce_agent_demo/results/tsce_diffusion_2025-12-03_11-17-13/run.log
black_box_pass_rate,binary_or_nonrow_artifact,0,6797,tsce_agent_demo/results/tsce_diffusion_2025-12-03_11-17-13/silhouette.png
black_box_pass_rate,text_artifact_lines,22,512,tsce_agent_demo/results/tsce_diffusion_2025-12-03_11-17-13/summary_stats.md
black_box_pass_rate,binary_or_nonrow_artifact,0,27444,tsce_agent_demo/results/tsce_diffusion_2025-12-03_11-17-13/tsce_mi_curve.png
black_box_pass_rate,binary_or_nonrow_artifact,0,91265,tsce_agent_demo/results/tsce_diffusion_2025-12-03_11-17-13/tsce_tsne.png
black_box_pass_rate,text_artifact_lines,46,3258,tsce_agent_demo/results/tsce_diffusion_latest_run/run.log
black_box_pass_rate,binary_or_nonrow_artifact,0,21122,tsce_agent_demo/results/tsce_eval/cosine_bars.png
black_box_pass_rate,binary_or_nonrow_artifact,0,32409,tsce_agent_demo/results/tsce_eval/cosine_violin.png
black_box_pass_rate,csv_rows,300,6791,tsce_agent_demo/results/tsce_eval/cost_latency.csv
black_box_pass_rate,csv_rows,100,126720,tsce_agent_demo/results/tsce_eval/eval_detailed.csv
black_box_pass_rate,csv_rows,3,215,tsce_agent_demo/results/tsce_eval/id_bootstrap.csv
black_box_pass_rate,binary_or_nonrow_artifact,0,10590,tsce_agent_demo/results/tsce_eval/kl_unigram.png
black_box_pass_rate,binary_or_nonrow_artifact,0,27429,tsce_agent_demo/results/tsce_eval/pca_centroid_diff.png
black_box_pass_rate,jsonl_rows,100,163515,tsce_agent_demo/results/tsce_eval/results_tsce.jsonl
black_box_pass_rate,text_artifact_lines,1014,56019,tsce_agent_demo/results/tsce_eval/run.log
black_box_pass_rate,binary_or_nonrow_artifact,0,6587,tsce_agent_demo/results/tsce_eval/silhouette.png
black_box_pass_rate,text_artifact_lines,29,700,tsce_agent_demo/results/tsce_eval/summary_stats.md
black_box_pass_rate,binary_or_nonrow_artifact,0,47956,tsce_agent_demo/results/tsce_eval/tsce_anchor_tsne.png
black_box_pass_rate,binary_or_nonrow_artifact,0,40566,tsce_agent_demo/results/tsce_eval/tsce_mi_curve.png
black_box_pass_rate,binary_or_nonrow_artifact,0,78963,tsce_agent_demo/results/tsce_eval/tsce_tsne.png
black_box_pass_rate,binary_or_nonrow_artifact,0,21098,tsce_agent_demo/results/tsce_eval_deterministic/cosine_bars.png
black_box_pass_rate,binary_or_nonrow_artifact,0,33860,tsce_agent_demo/results/tsce_eval_deterministic/cosine_violin.png
black_box_pass_rate,csv_rows,300,6761,tsce_agent_demo/results/tsce_eval_deterministic/cost_latency.csv
black_box_pass_rate,csv_rows,100,114683,tsce_agent_demo/results/tsce_eval_deterministic/eval_detailed.csv
black_box_pass_rate,csv_rows,3,215,tsce_agent_demo/results/tsce_eval_deterministic/id_bootstrap.csv
black_box_pass_rate,binary_or_nonrow_artifact,0,11426,tsce_agent_demo/results/tsce_eval_deterministic/kl_unigram.png
black_box_pass_rate,binary_or_nonrow_artifact,0,28018,tsce_agent_demo/results/tsce_eval_deterministic/pca_centroid_diff.png
black_box_pass_rate,jsonl_rows,100,151169,tsce_agent_demo/results/tsce_eval_deterministic/results_tsce.jsonl
black_box_pass_rate,text_artifact_lines,1014,56027,tsce_agent_demo/results/tsce_eval_deterministic/run.log
black_box_pass_rate,binary_or_nonrow_artifact,0,6587,tsce_agent_demo/results/tsce_eval_deterministic/silhouette.png
black_box_pass_rate,text_artifact_lines,29,705,tsce_agent_demo/results/tsce_eval_deterministic/summary_stats.md
black_box_pass_rate,binary_or_nonrow_artifact,0,40481,tsce_agent_demo/results/tsce_eval_deterministic/tsce_anchor_tsne.png
black_box_pass_rate,binary_or_nonrow_artifact,0,40761,tsce_agent_demo/results/tsce_eval_deterministic/tsce_mi_curve.png
black_box_pass_rate,binary_or_nonrow_artifact,0,90735,tsce_agent_demo/results/tsce_eval_deterministic/tsce_tsne.png
verification_logs,text_artifact_lines,2,168,tsce_agent_demo/results/verification_run/run.log
verification_logs,text_artifact_lines,2,168,tsce_agent_demo/results/verification_run_2/run.log
verification_logs,text_artifact_lines,2,168,tsce_agent_demo/results/verification_run_cpu/run.log
verification_logs,text_artifact_lines,2,168,tsce_agent_demo/results/verification_run_debug_2/run.log
verification_logs,text_artifact_lines,2,168,tsce_agent_demo/results/verification_run_debug_3/run.log
verification_logs,text_artifact_lines,2,168,tsce_agent_demo/results/verification_run_debug_4/run.log
